Code du département;Libellé du département;Code de la commune;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;198;Pérols;6882;2182;31,71;4700;68,29;218;3,17;4,64;4482;65,13;95,36;LMC;M;RICO;Jean-Pierre;ENSEMBLE POUR PEROLS;7;2179;31,66;48,62;LDVD;M;VALETTE;Christian;NOTRE VILLE A COEUR;22;2303;33,46;51,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;199;Pézenas;5929;885;14,93;5044;85,07;160;2,7;3,17;4884;82,37;96,83;LDVG;M;GUIRAUD;Pierre;RASSEMBLONS NOUS;6;2275;38,37;46,58;LDVD;M;VOGEL-SINGER;Alain;BIEN VIVRE A PEZENAS;23;2609;44;53,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;202;Pignan;4672;911;19,5;3761;80,5;130;2,78;3,46;3631;77,72;96,54;LSOC;M;CHARLEMAGNE;Paul;PIGNAN POUR TOUS;6;1507;32,26;41,5;LDVG;F;CASSAR;Michelle;ENSEMBLE PIGNAN AUTREMENT;22;1883;40,3;51,86;LMAJ;M;FRANCALANCI;Gérard;PIGNAN HORIZON 2015;1;241;5,16;6,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;217;Prades-le-Lez;3378;996;29,48;2382;70,52;72;2,13;3,02;2310;68,38;96,98;LDVG;M;LUSSERT;Jean-Marc;AGIR POUR PRADES;20;1013;29,99;43,85;LDVG;F;CHABBERT;Isabelle;'L''ALTERNATIVE DE GAUCHE';1;314;9,3;13,59;LDVG;M;PINTARD;Jean-Noël;TOUS ENSEMBLE POUR PRADES;6;983;29,1;42,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;239;Saint-André-de-Sangonis;3636;855;23,51;2781;76,49;93;2,56;3,34;2688;73,93;96,66;LDVG;M;DELFAU;Gérard;SAINT ANDRE POUR TOUS;6;1258;34,6;46,8;LAUT;M;DOUYSSET;Bernard;SAINT ANDRE AUTREMENT !;21;1430;39,33;53,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;259;'Saint-Georges-d''Orques';3988;995;24,95;2993;75,05;142;3,56;4,74;2851;71,49;95,26;LUG;M;MORALES;Gaston -Jean-Marie;VIVRE SAINT GEORGES;6;1274;31,95;44,69;LDVD;M;AUDRIN;Jean-François;DESSEIN GEORGIEN ;23;1577;39,54;55,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;270;Saint-Jean-de-Védas;6756;1622;24,01;5134;75,99;293;4,34;5,71;4841;71,65;94,29;LDVG;M;ATLAN;Jacques; ATLAN EQUILIBRE  PARTAGE;22;2437;36,07;50,34;LMC;F;GUIRAUD;Isabelle;UNION POUR SAINT-JEAN;7;2404;35,58;49,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;276;Saint-Mathieu-de-Tréviers;3199;721;22,54;2478;77,46;51;1,59;2,06;2427;75,87;97,94;LSOC;M;GUIBERT;Franck;POUR ST MATHIEU  TREVIERS;5;868;27,13;35,76;LDVG;M;LOPEZ;Jérôme;ST MATHIEU PASSIONNEMENT;20;1057;33,04;43,55;LDVD;M;LADURELLE;Didier;CONSTRUIRE ST MATHIEU DE ;2;502;15,69;20,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;300;Servian;3102;636;20,5;2466;79,5;72;2,32;2,92;2394;77,18;97,08;LUG;M;CABANEL;Henri;'ENSEMBLE S''ENGAGER ';5;895;28,85;37,39;LGC;M;LABATUT;Gérard;VIVONS ENS. POUR SERVIAN;3;530;17,09;22,14;LDVD;M;THOMAS;Christophe;SERVIAN POUR TOUS;19;969;31,24;40,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;301;Sète;30891;7434;24,07;23457;75,93;995;3,22;4,24;22462;72,71;95,76;LCOM;M;LIBERTI;François;TOUS POUR SETE;9;10573;34,23;47,07;LMAJ;M;COMMEINHES;François;SETE MEME ELAN;30;11889;38,49;52,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;327;Vendargues;4440;956;21,53;3484;78,47;85;1,91;2,44;3399;76,55;97,56;LDVG;M;HERMET;Max;HERMET FAVARD ESPEROU;6;1519;34,21;44,69;LMAJ;M;DUDIEUZERE;Pierre;UNION REP POUR VENDARGUES;23;1880;42,34;55,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;332;Vias;4032;885;21,95;3147;78,05;96;2,38;3,05;3051;75,67;96,95;LUG;M;MONEDERO;Richard;VIAS DYNAMIQUE ET SOLIDAI;21;1537;38,12;50,38;LDVD;M;MOURALIS;Gérard;ENSEMBLE AU SERVICE VIAS;6;1514;37,55;49,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;336;Villeneuve-lès-Béziers;2747;518;18,86;2229;81,14;105;3,82;4,71;2124;77,32;95,29;LDVG;F;SOLANS;Michèle;OSEZ AVEC NOUS;2;301;10,96;14,17;LDVG;F;RANC;Anne-Marie;"VILLENEUVE ""PLUS LOIN ENS";4;749;27,27;35,26;LDVG;M;GALONNIER;Jean-Paul;VIVRE VILLENEUVE;21;1074;39,1;50,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;337;Villeneuve-lès-Maguelone;5882;1298;22,07;4584;77,93;134;2,28;2,92;4450;75,65;97,08;LDVG;M;DESSEIGNE;Serge;ENSEMBLE, AGIR POUR;5;1721;29,26;38,67;LDVG;F;STOPIELLO;Marie-Paule;NOUVEL ELAN  VILLENEUVE ;3;960;16,32;21,57;LDVG;M;SEGURA;Noël;REUSSIR AUTREMENT AVEC VS;21;1769;30,07;39,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;344;La Grande-Motte;7638;2092;27,39;5546;72,61;127;1,66;2,29;5419;70,95;97,71;LCMD;M;BOUVAREL;Thierry;LA GDE MOTTE PLUS BELLE;1;478;6,26;8,82;LMAJ;M;ROSSIGNOL;Stéphan;ENSEMBLE PR GRANDE MOTTE;22;2810;36,79;51,85;LDVD;M;DUNOYER;Henri;ENSEMBLE CAP EXCELLENCE;6;2131;27,9;39,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;1;Acigné;4495;1252;27,85;3243;72,15;34;0,76;1,05;3209;71,39;98,95;LSOC;M;JOUHIER;Guy;ACIGNE ENSEMBLE;22;1542;34,3;48,05;LVEC;M;LEHUGER;Denis ;ENERGIE CITOYENNE;3;779;17,33;24,28;LMAJ;M;BERTIN;Daniel;VIVRE ACIGNÉ;4;888;19,76;27,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;12;Bain-de-Bretagne;4832;1605;33,22;3227;66,78;54;1,12;1,67;3173;65,67;98,33;LSOC;M;LECLERC;Jean-Yves;TOUS ENSEMBLE POUR AGIR;2;595;12,31;18,75;LCMD;M;THEBAULT;Yves;BAIN ACTIVONS NOS ENERGIE;22;1402;29,01;44,19;LDVD;F;NICOLAS;Valérie;TOUS POUR BAIN;5;1176;24,34;37,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;31;La Bouëxière;2626;560;21,33;2066;78,67;46;1,75;2,23;2020;76,92;97,77;LSOC;M;TROUSSIER;Alain;UN NOUVEL ESSOR POUR LA B;1;183;6,97;9,06;LDVG;M;PIQUET;Stéphane;DYNAMIQUE ET SOLIDAIRE;21;1039;39,57;51,44;LDVD;M;CAZENAVE;Alain;AGIR ENSEMBLE POUR L4AVEN;5;798;30,39;39,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;47;Bruz;10336;3132;30,3;7204;69,7;136;1,32;1,89;7068;68,38;98,11;LDVG;M;CAFFIN;Philippe;ENSEMBLE DIALOGONS ET AGI;26;4155;40,2;58,79;LDVD;F;FLORIMOND;Isabelle;BRUZ ACTIVE ET PASSIONNÉE;7;2913;28,18;41,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;49;Cancale;4690;1312;27,97;3378;72,03;64;1,36;1,89;3314;70,66;98,11;LSOC;F;PENVERN;Laurence;CANCALE TOUS ENSEMBLE;5;1123;23,94;33,89;LDVD;M;MAHIEU;Pierre-Yves;CANCALE DEMAIN;20;1195;25,48;36,06;LDVD;M;LENOUVEL;Louis;CANCALE VIVRE ET AGIR ENS;4;996;21,24;30,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;51;Cesson-Sévigné;11893;3640;30,61;8253;69,39;154;1,29;1,87;8099;68,1;98,13;LSOC;M;BIHAN;Michel;UNE VILLE POUR TOUS;25;4103;34,5;50,66;LMAJ;M;LE JEUNE;Hervé;UNION CESSON 2008 AVEC HL;8;3996;33,6;49,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;55;Chantepie;5728;1726;30,13;4002;69,87;46;0,8;1,15;3956;69,06;98,85;LSOC;F;MASSOT;Mireille;CHANTEPIE @ VENIR SOLIDAI;7;1774;30,97;44,84;LDVG;M;LERAY;Benoît;'LISTE D''UNION, CHANTEPIE ';0;208;3,63;5,26;LCMD;M;LE BLOND;Grégoire;ENSEMBLE REUSSIR CHANTEPI;22;1974;34,46;49,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;93;Dinard;8766;2026;23,11;6740;76,89;380;4,33;5,64;6360;72,55;94,36;LDVG;M;GOUILLON;Jean;ENSEMBLE A GAUCHE;1;574;6,55;9,03;LDVD;M;MALLET;Marius;DINARD PASSIONNEMENT;25;3007;34,3;47,28;LDVD;M;TASSET;Jean-Marie;'UNION POUR REUSSIR L''AVEN';7;2779;31,7;43,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;173;Melesse;4044;1102;27,25;2942;72,75;142;3,51;4,83;2800;69,24;95,17;LDVG;M;JAOUEN;Claude;MELESSE LE NOUVEAU SOUFFL;7;1386;34,27;49,5;LDVD;M;HUCKERT;Pierre;MELESSE, CAP POUR DEMAIN;22;1414;34,97;50,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;184;Montauban-de-Bretagne;3445;866;25,14;2579;74,86;33;0,96;1,28;2546;73,9;98,72;LSOC;M;JALU;Serge;AGISSONS POUR MIEUX VIVRE;20;1122;32,57;44,07;LDVG;M;DENIAUD;Yves;VIVRE ET AGIR ENSEMBLE ;2;334;9,7;13,12;LMC;M;BAZIN;Claude;ENSEMBLE DONNONS VIE A VO;4;802;23,28;31,5;LDVD;M;PAGE;Guy;ENSEMBLE POUR UN NOUVEL E;1;288;8,36;11,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;188;Montfort-sur-Meu;4306;1093;25,38;3213;74,62;91;2,11;2,83;3122;72,5;97,17;LSOC;M;PREAUCHAT;Victor;CONTINUONS D AGIR AVEC VO;6;1370;31,82;43,88;LDVD;F;DAVID;Delphine;POUR MONTFORT OUVERTURE E;23;1752;40,69;56,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;206;Noyal-Châtillon-sur-Seiche;4286;1218;28,42;3068;71,58;133;3,1;4,34;2935;68,48;95,66;LSOC;F;EPAUD;Sylvie;AGIR POUR UN DEVELOPPEMEN;23;1644;38,36;56,01;LDVD;M;DE BEL AIR;Gilles;ENSEMBLE GARDONS LE CAP;6;1291;30,12;43,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;238;Rennes;117923;54466;46,19;63457;53,81;1923;1,63;3,03;61534;52,18;96,97;LSOC;M;DELAVEAU;Daniel;RENNES, UNE AMBITION ;50;37169;31,52;60,4;LCMD;F;OLLIVRO;Caroline;RASSEMBLEMENT DEMOCRATE P;3;7480;6,34;12,16;LMAJ;M;BOUDJEMA;Karim;RENNES, VILLE CAPITALE;8;16885;14,32;27,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;278;Saint-Grégoire;6457;2049;31,73;4408;68,27;91;1,41;2,06;4317;66,86;97,94;LDVG;M;MARCHAIS;Yannick;ENSEMBLE UNE AMBITION POU;7;2113;32,72;48,95;LMAJ;M;BRETAU;Pierre;SAINT GREGOIRE DEMAIN;22;2204;34,13;51,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;288;Saint-Malo;37509;15016;40,03;22493;59,97;500;1,33;2,22;21993;58,63;97,78;LUG;M;LE MENN;Jacky;SAINT-MALO NOUVEAU CAP;9;9149;24,39;41,6;LCMD;F;BOURDIN;Louisette;SAINT MALO POUR TOUS;2;2312;6,16;10,51;LMAJ;M;COUANAU;René;SAINT-MALO TOUTES VOILES ;34;10532;28,08;47,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;297;Saint-Méen-le-Grand;2809;616;21,93;2193;78,07;58;2,06;2,64;2135;76,01;97,36;LMAJ;M;THEAUD;Maurice;ECOUTER AGIR UNE AUTRE VO;4;632;22,5;29,6;LDVD;M;JOSSE;Bernard;ST MEEN AVANCE CONTINUONS;4;649;23,1;30,4;LDVD;M;COTTARD;Michel;TRANSPARENCE ET DIALOGUE ;19;854;30,4;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;353;Vezin-le-Coquet;3051;832;27,27;2219;72,73;137;4,49;6,17;2082;68,24;93,83;LSOC;M;LE CAM;Gérard;VEZIN ENSEMBLE AUTREMENT;21;1054;34,55;50,62;LMC;M;LE BRETON;Jean-Claude;ENSEMBLE CONSTRUISONS LE ;6;1028;33,69;49,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE;27;Bléré;3434;1080;31,45;2354;68,55;54;1,57;2,29;2300;66,98;97,71;LUG;M;OMONT;Jean-Claude;BLERE AUTREMENT;3;542;15,78;23,57;LDVG;M;DEJUST ;Jean-François;BLERE 2008 ;4;733;21,35;31,87;LMAJ;M;FORTIER;Georges;BLERE DEMAIN;20;1025;29,85;44,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE;50;Chambray-lès-Tours;7257;2512;34,61;4745;65,39;158;2,18;3,33;4587;63,21;96,67;LUG;M;GATARD;Christian;BIEN VIVRE A CHAMBRAY;26;2489;34,3;54,26;LMC;M;MATRAT;Jean-Luc;UN NOUVEL HORIZON;7;2098;28,91;45,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE;72;Chinon;6148;2263;36,81;3885;63,19;216;3,51;5,56;3669;59,68;94,44;LUG;M;DUVERGNE;Jean-Pierre;UNE EQUIPE DYNAMIQUE;22;1879;30,56;51,21;LDVD;M;METIVIER;Francis;ENSEMBLE POUR CHINON;7;1790;29,12;48,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE;104;Esvres;3208;917;28,58;2291;71,42;80;2,49;3,49;2211;68,92;96,51;LGC;F;DEGAIL;Lucie;VIVRE A ESVRES;21;1155;36;52,24;LDVD;M;TURCO;Michel;E.S.V.R.E.S.;6;1056;32,92;47,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE;109;Fondettes;7976;2682;33,63;5294;66,37;102;1,28;1,93;5192;65,1;98,07;LEXG;M;ROUET;Jean-Jacques;GAEC;0;283;3,55;5,45;LGC;M;GARRIDO;Gérard;ACTION ET DEMOCRATIE;25;2529;31,71;48,71;LMAJ;M;PASQUIER;Michel;FONDETTES INITIATIVES;8;2380;29,84;45,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE;123;Langeais;2761;723;26,19;2038;73,81;112;4,06;5,5;1926;69,76;94,5;LGC;M;ROIRON;Pierre-Alain;DEMAIN LANGEAIS;22;1164;42,16;60,44;LDVD;M;KERGOAT;Alain;LANGEAIS, UNE EQUIPE;5;762;27,6;39,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE;261;Tours;75623;33335;44,08;42288;55,92;1429;1,89;3,38;40859;54,03;96,62;LUG;M;GERMAIN;Jean;TOURS, UNE VILLE ET BIEN ;45;25356;33,53;62,06;LMAJ;M;DONNEDIEU DE VABRES;Renaud;TOURS POUR NOUS TOUS;10;15503;20,5;37,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;22;Les Avenières;3722;1164;31,27;2558;68,73;58;1,56;2,27;2500;67,17;97,73;LSOC;M;LAGRANGE;Thierry;DONNONS DU SENS A NOTRE  ;6;1063;28,56;42,52;LDVG;M;RAVAZ;Jacky;POUR UN VRAI CHANGEMENT A;1;272;7,31;10,88;LDVD;M;MERGOUD DIT LAMARCHE;Gilbert;POURSUIVONS ENSEMBLE LA C;20;1165;31,3;46,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;111;Claix;6038;2031;33,64;4007;66,36;100;1,66;2,5;3907;64,71;97,5;LUG;M;CUARESMA;Michel;VIVRE ENSEMBLE A CLAIX;7;1885;31,22;48,25;LMAJ;M;OCTRU;Michel;AUX COTES DES CLAIXOIS;22;2022;33,49;51,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;169;Fontaine;13561;6242;46,03;7319;53,97;180;1,33;2,46;7139;52,64;97,54;LUG;M;BOULARD;Yannick;FONTAINE UNIE;25;3010;22,2;42,16;LSOC;M;THOVISTE;Laurent;FONTAINE INNOVANTE,SOLIDA;7;2925;21,57;40,97;LMAJ;F;DE CARO;Evelyne;LES NOUVELLES ENERGIES PO;3;1204;8,88;16,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;185;Grenoble;84345;39642;47;44703;53;1048;1,24;2,34;43655;51,76;97,66;LVEC;F;BOILEAU;Maryvonne;ECOLOGIE ET SOLIDARITE EN;6;9819;11,64;22,49;LGC;M;DESTOT;Michel;'GRENOBLE, L''AVENIR ENSEMB';44;20959;24,85;48,01;LMAJ;M;DE SANS NICOLAS;Fabien;'GRENOBLE C''EST VOUS !';9;12877;15,27;29,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
