Code du département;Libellé du département;Code de la commune;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;122;Bures-sur-Yvette;6551;2029;30,97;4522;69,03;114;1,74;2,52;4408;67,29;97,48;LUG;M;LEGRAND;François;BURES À GAUCHE;7;2193;33,48;49,75;LMC;M;VIGIER;Jean-François;REUSSIR BURES;22;2215;33,81;50,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;174;Corbeil-Essonnes;21197;7742;36,52;13455;63,48;383;1,81;2,85;13072;61,67;97,15;LUG;M;PIRIOU;Bruno;UNION POUR REUSSIR;10;6451;30,43;49,35;LMAJ;M;DASSAULT;Serge;DASSAULT CORBEIL;33;6621;31,24;50,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;200;Dourdan;6260;1928;30,8;4332;69,2;91;1,45;2,1;4241;67,75;97,9;LSOC;F;ZINS;Brigitte;NOUVEL ELAN, ENSEMBLE POU;4;1271;20,3;29,97;LDVG;M;FAYEMI;Pierre;RASSEMBLER POUR DOURDAN;4;1276;20,38;30,09;LDVD;M;LEGOIS;Olivier;DOURDAN COEUR DE VIE;21;1694;27,06;39,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;232;La Ferté-Alais;2778;1184;42,62;1594;57,38;47;1,69;2,95;1547;55,69;97,05;LDVG;M;KARRER;Christian;'ENSEMBLE POUR L''AVENIR DE';19;628;22,61;40,59;LDVG;M;VAN ROSSOMME ;Philippe;'LA FERTÉ AUJOURD''HUI ET';5;562;20,23;36,33;LDVD;F;GALEAZZI;Jacqueline;'ENSEMBLE CONSTRUISONS L''A';3;357;12,85;23,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;286;Grigny;10781;5555;51,53;5226;48,47;125;1,16;2,39;5101;47,31;97,61;LUG;M;VAZQUEZ;Claude;UNIS  ACTIFS POUR GRIGNY;27;2602;24,14;51,01;LDVG;M;TROADEC;Pascal;PRENDRE PARTI GRIGNOIS;5;1338;12,41;26,23;LCMD;M;GAUBIER;Serge;VIVRE A GRIGNY;1;476;4,42;9,33;LMAJ;M;MOURGEON;Daniel;ENSEMBLE POUR RÉUSSIR;2;685;6,35;13,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;312;Igny;7149;2777;38,84;4372;61,16;122;1,71;2,79;4250;59,45;97,21;LUG;F;RIBIERE;Françoise;ENSEMBLE IGNY;22;2207;30,87;51,93;LMAJ;M;MILLOIS;Xavier;IGNY POUR TOUS;7;2043;28,58;48,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;315;Itteville;4093;1236;30,2;2857;69,8;59;1,44;2,07;2798;68,36;97,93;LSOC;M;FAYOLLE;Michel;AGIR POUR ITTEVILLE;7;1355;33,11;48,43;LDVD;M;SPADA;Alexandre;ITTEVILLE AUTREMENT ET ID;22;1443;35,26;51,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;345;Longjumeau;13245;4973;37,55;8272;62,45;199;1,5;2,41;8073;60,95;97,59;LUG;M;MARQUEZ;Jean-Claude;FAIRE GAGNER;7;3777;28,52;46,79;LDVG;M;SCHMIT;Philippe;LONGJUMEAU AVANT TOUT;1;480;3,62;5,95;LMAJ;F;KOSCIUSKO-MORIZET;Nathalie;POUR LONGJUMEAU;25;3816;28,81;47,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;347;Longpont-sur-Orge;4245;1426;33,59;2819;66,41;86;2,03;3,05;2733;64,38;96,95;LUG;F;ANTONETTI;Delphine;LONGPONT GAUCHE UNIE;21;1132;26,67;41,42;LMC;M;PHILIPPE;Jean  Pierre;BIEN VIVRE;4;863;20,33;31,58;LDVD;M;HAMON;Philippe;LGPT DEMOCRATIE;4;738;17,39;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;376;Marolles-en-Hurepoix;3588;1189;33,14;2399;66,86;75;2,09;3,13;2324;64,77;96,87;LDVD;M;LOISEAU;Alain;INTERET COMMUNAL;6;1014;28,26;43,63;LDVD;M;JOUBERT;Georges;MAROLLES RENOUVEAU;21;1310;36,51;56,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;377;Massy;23834;9109;38,22;14725;61,78;341;1,43;2,32;14384;60,35;97,68;LUG;F;OPRANDI;Marie-Pierre;MASSY POUR TOUS;8;6183;25,94;42,99;LMC;M;DELAHAYE;Vincent;PLUS LOIN ENSEMBLE;31;8201;34,41;57,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;386;Mennecy;9926;3590;36,17;6336;63,83;212;2,14;3,35;6124;61,7;96,65;LSOC;M;RICHOMME;Christian;MIEUX A MENNECY;6;2476;24,94;40,43;LDVD;M;DUGOIN;Xavier;CROIRE ET VOULOIR;25;2940;29,62;48,01;LDVD;F;PRAT;Jouda;ENSEMBLE POUR MENNECY;2;708;7,13;11,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;421;Montgeron;15384;4924;32,01;10460;67,99;216;1,4;2,07;10244;66,59;97,93;LGC;M;HERAULT;Gérald;MONTGERON LA QUALITE ;27;5191;33,74;50,67;LDVD;M;DUROVRAY;François;ENERGIE NOUVELLE ;8;5053;32,85;49,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;425;Montlhéry;4236;1560;36,83;2676;63,17;65;1,53;2,43;2611;61,64;97,57;LDVG;M;SAUX;Jean Michel;DYNAMISME;3;517;12,2;19,8;LDVD;M;PONS;Claude;MONTLHERY AGIR ENSEMBLE;21;1184;27,95;45,35;LDVD;M;PORNIN;Lucien;TOUS POUR MONTLHERY;5;910;21,48;34,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;433;Morigny-Champigny;3449;1173;34,01;2276;65,99;52;1,51;2,28;2224;64,48;97,72;LDVG;F;CARRERE;Catherine;ENSEMBLE;21;1146;33,23;51,53;LDVD;M;MONEYRON;Gérard;AGIR POUR MORIGNY;2;407;11,8;18,3;LDVD;M;TISSIER;Dominique;VALORISER MOR COTE COEUR;4;671;19,45;30,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;477;Palaiseau;20347;8365;41,11;11982;58,89;268;1,32;2,24;11714;57,57;97,76;LEXG;M;HENRY;Charles;PAL GAUCHE;2;1290;6,34;11,01;LUG;M;LAMY;François;PASSIONNEMENT;27;6070;29,83;51,82;LMC;M;VIDAL;Bernard;PALAISEAU A VENIR;6;4354;21,4;37,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;494;Le Plessis-Paté ;2571;826;32,13;1745;67,87;66;2,57;3,78;1679;65,31;96,22;LDVG;M;TANGUY;Sylvain;LE PLESSIS PATE AVEC VOUS;21;852;33,14;50,74;LDVD;M;PARIS;Gilbert;PLESSIS VILLAGE;6;827;32,17;49,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;552;Saint-Germain-lès-Arpajon;5172;2020;39,06;3152;60,94;91;1,76;2,89;3061;59,18;97,11;LSOC;F;GOGUELAT;Monique;UNE VILLE QUI AVANCE ;22;1627;31,46;53,15;LDVD;M;DUNEUFJARDIN;Alain;VIVRE AUTREMENT;7;1434;27,73;46,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;553;Saint-Germain-lès-Corbeil;5212;1819;34,9;3393;65,1;142;2,72;4,19;3251;62,38;95,81;LMAJ;M;PETEL;Yann;'MESSAGE D''AVENIR ST GERMA';6;1481;28,42;45,56;LDVD;M;MARCELIN;Jean-Pierre;CONTINUONS ENSEMBLE;23;1770;33,96;54,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;570;Saint-Michel-sur-Orge;12591;4829;38,35;7762;61,65;148;1,18;1,91;7614;60,47;98,09;LUG;M;BERLAND;Jean-Louis;ST MICHEL - GAUCHE;5;2368;18,81;31,1;LDVG;M;FOURNIER;Georges;UNE ÉQUIPE;6;2580;20,49;33,88;LMAJ;M;ZUNINO;Bernard;ENSEMBLE;24;2666;21,17;35,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;577;Saintry-sur-Seine;3756;1240;33,01;2516;66,99;56;1,49;2,23;2460;65,5;97,77;LUG;M;CARRENO;Michel;PERSPECTIVES;19;986;26,25;40,08;LMAJ;M;DA COSTA;Johnny;PROGRES-DEMOCRATIE;3;557;14,83;22,64;LDVD;M;DOUMAX;Michel;LISTE MICHEL DOUMAX;5;917;24,41;37,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;600;Soisy-sur-Seine;5365;1753;32,67;3612;67,33;46;0,86;1,27;3566;66,47;98,73;LDVG;M;ROUSSEAU;Jean-Baptiste;ENSEMBLE POUR SOISY;22;1795;33,46;50,34;LDVG;M;DESMARD;HERVE;SOISY POUR TOUS;2;455;8,48;12,76;LDVD;M;ROBINEAU;Yves;'SOISY D''ABORD';5;1316;24,53;36,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;657;Vigneux-sur-Seine;15527;6413;41,3;9114;58,7;539;3,47;5,91;8575;55,23;94,09;LSOC;M;FINEL;Patrice;VIGNEUX VILLE CITOYEN SOL;7;3564;22,95;41,56;LMAJ;M;POINSOT;Serge;ALLEZ VIGNEUX !;28;5011;32,27;58,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;685;Villiers-sur-Orge;2705;844;31,2;1861;68,8;37;1,37;1,99;1824;67,43;98,01;LDVG;M;SIMONS;Joseph;ELAN POUR VILLIERS;3;424;15,67;23,25;LDVG;M;FRAYSSE;Gilles;RENOUVEAU;5;646;23,88;35,42;LDVD;F;LEROUX-LAMARE;Thérèse;VILLIERS VILLAGE ;19;754;27,87;41,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;ESSONNE;692;Les Ulis;12604;5249;41,65;7355;58,35;116;0,92;1,58;7239;57,43;98,42;LSOC;F;OLIVIER;Maud;GAUCHE UNIE AVENIR ULIS;27;3477;27,59;48,03;LDVG;M;LORIDANT;Paul;LES ULIS EN AVANT;7;3034;24,07;41,91;LMAJ;M;DEL BOCCIO;Franck;RÉUNIR POUR AGIR;1;728;5,78;10,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;4;Asnières-sur-Seine;43893;17033;38,81;26860;61,19;786;1,79;2,93;26074;59,4;97,07;LGC;M;PIETRASANTA;Sébastien;LE GRAND RASSEMBLEMENT PO;37;13524;30,81;51,87;LMAJ;M;AESCHLIMANN;Manuel;ASNIERES EN MARCHE;12;12550;28,59;48,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;12;Boulogne-Billancourt;66059;31497;47,68;34562;52,32;505;0,76;1,46;34057;51,56;98,54;LUG;F;VOUETTE;Marie-Hélène;BOULOGNE-BILLANCOURT, UNE;5;7091;10,73;20,82;LMAJ;M;BAGUET;Pierre-Christophe;LISTE MAJORITE RASSEMBLEE;40;15080;22,83;44,28;LDVD;M;FOURCADE;Jean-Pierre;UNIS POUR BOULOGNE BILLAN;10;11886;17,99;34,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;20;Châtillon;20711;7276;35,13;13435;64,87;301;1,45;2,24;13134;63,42;97,76;LGC;F;GOURIET;Martine;CHATILLON AVENIR;8;6366;30,74;48,47;LMAJ;M;SCHOSTECK;Jean-Pierre;UNION POUR CHATILLON;27;6768;32,68;51,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;22;Chaville;12827;4604;35,89;8223;64,11;225;1,75;2,74;7998;62,35;97,26;LUG;M;LEVAIN;Jean;CHAVILLE ENSEMBLE;7;3532;27,54;44,16;LCMD;M;PANISSAL;Hubert;CHAVILLE DEMOCRATE;1;758;5,91;9,48;LMAJ;M;GUILLET;Jean-Jacques;UNION POUR CHAVILLE;25;3708;28,91;46,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;23;Clamart;33768;11177;33,1;22591;66,9;539;1,6;2,39;22052;65,3;97,61;LUG;M;KALTENBACH;Philippe;AVEC VOUS POUR CLAMART;34;12088;35,8;54,82;LMC;M;BERGER;Jean-Didier;ECOUTER POUR AGIR A CLAMA;9;9964;29,51;45,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;24;Clichy;29608;12891;43,54;16717;56,46;534;1,8;3,19;16183;54,66;96,81;LUG;M;CATOIRE;Gilles;CLICHY RASSEMBLE;34;8240;27,83;50,92;LMAJ;F;RESTOUX;Marie-Claire;"CROIRE EN CLICHY, TOUT S;2;1375;4,64;8,5;LDVD;M;MUZEAU;Remi;MIEUX VIVRE ENSEMBLE;9;6568;22,18;40,59;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;25;Colombes;45534;15369;33,75;30165;66,25;678;1,49;2,25;29487;64,76;97,75;LUG;M;SARRE;Philippe;COLOMBES RASSEMBLEE;38;15805;34,71;53,6;LMC;F;GOUETA;Nicole;EN AVANT POUR GAGNER;11;13682;30,05;46,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;49;Montrouge;26282;10713;40,76;15569;59,24;328;1,25;2,11;15241;57,99;97,89;LUG;M;VINCENT;Wilfrid;CHANGEONS POUR VIVRE MIEU;10;7092;26,98;46,53;LMC;M;METTON;Jean-Loup;AVEC VOUS POUR MONTROUGE;33;8149;31,01;53,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;51;Neuilly-sur-Seine;38859;18854;48,52;20005;51,48;815;2,1;4,07;19190;49,38;95,93;LMAJ;M;FROMANTIN;Jean-Christophe;NEUILLY, MA VIE, MA VILLE;37;11835;30,46;61,67;LDVD;M;TEULLE;Arnaud;FIDELE A NEUILLY;8;7355;18,93;38,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;62;Puteaux;27799;9506;34,2;18293;65,8;464;1,67;2,54;17829;64,14;97,46;LUG;M;VAZIA;Stéphane;MIEUX VIVRE ENSEMBLE ;3;2478;8,91;13,9;LAUT;M;GREBERT;Christophe;PUTEAUX ENSEMBLE POUR UNE;5;4523;16,27;25,37;LMAJ;F;CECCALDI-RAYNAUD;Joëlle;UNION POUR PUTEAUX;34;9446;33,98;52,98;LDVD;M;CECCALDI-RAYNAUD;Charles;UNION REPUBLICAINE;1;1382;4,97;7,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;71;Sceaux;14274;6197;43,41;8077;56,59;543;3,8;6,72;7534;52,78;93,28;LMAJ;M;LANCRENON;Christian;SCEAUX AVENIR - LA VOIX ;6;2894;20,27;38,41;LDVD;M;LAURENT;Philippe;VIVRE A SCEAUX;27;4640;32,51;61,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;72;Sèvres;14406;5772;40,07;8634;59,93;212;1,47;2,46;8422;58,46;97,54;LGC;M;BLANDIN;Jacques;ENSEMBLE POUR SEVRES;8;3879;26,93;46,06;LMAJ;M;KOSCIUSKO-MORIZET;François;AVOIR SEVRES AU COEUR;27;4543;31,54;53,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;HAUTS DE SEINE;75;Vanves;17660;6042;34,21;11618;65,79;312;1,77;2,69;11306;64,02;97,31;LUG;M;JANVIER;Guy;ENSEMBLE POUR VANVES;8;5045;28,57;44,62;LMAJ;M;GAUDUCHEAU;Bernard;VANVES POUR VOUS;27;6261;35,45;55,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;SEINE SAINT-DENIS;1;Aubervilliers;25730;12798;49,74;12932;50,26;334;1,3;2,58;12598;48,96;97,42;LCOM;M;BEAUDET;Pascal;TOUS POUR AUBERVILLIERS;9;4854;18,87;38,53;LSOC;M;SALVATOR JACQUES;Jacques;CHANGER A GAUCHE;35;5226;20,31;41,48;LCMD;M;AUGY;Thierry;UNION DU NOUVEL AUBER;3;1536;5,97;12,19;LMAJ;M;MENIA;Fayçal;AUBERVILLIERS EN MARCHE;2;982;3,82;7,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;SEINE SAINT-DENIS;5;Aulnay-sous-Bois;41677;17041;40,89;24636;59,11;970;2,33;3,94;23666;56,78;96,06;LUG;M;SEGURA;Gérard;AULNAY RENAIT;40;11935;28,64;50,43;LMAJ;M;GAUDRON;Gérard;'REUSSIR L''AVENIR ENSEMBLE';13;11731;28,15;49,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;SEINE SAINT-DENIS;6;Bagnolet;16468;8291;50,35;8177;49,65;342;2,08;4,18;7835;47,58;95,82;LCOM;M;EVERBECQ;Marc;ENSEMBLE BAGNOLET;30;4160;25,26;53,1;LSOC;M;DI MARTINO;Tony;'L''ALTERNATIVE BAGNOLET';6;2413;14,65;30,8;LMAJ;M;NIO;Jacques;UMP POUR UNE ALTERNATIVE;3;1262;7,66;16,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;SEINE SAINT-DENIS;7;Le Blanc-Mesnil;24408;11399;46,7;13009;53,3;280;1,15;2,15;12729;52,15;97,85;LUG;M;FEURTET;Daniel;A GAUCHE;32;5589;22,9;43,91;LDVG;M;RAMOS;Alain;LE BLANC MESNIL POUR VOUS;2;1596;6,54;12,54;LMAJ;M;MEIGNEN;Thierry;EMSEMBLE POUR CHANGER;9;5544;22,71;43,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;SEINE SAINT-DENIS;27;La Courneuve;14005;6434;45,94;7571;54,06;126;0,9;1,66;7445;53,16;98,34;LCOM;M;POUX;Gilles;LA COURNEUVE EN MARCHE;30;3665;26,17;49,23;LSOC;M;TROUSSEL;Alain;ENSEMBLE REUSSIR;7;2882;20,58;38,71;LMC;M;HAMZA;Kamel;DROITE CENTRE GAUCHE;2;898;6,41;12,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
